original_poem,translated_poem,translated_by_marian,src_lang,tgt_lang
"mar, belo mar selvagem
mar, belo mar selvagem
das nossas praias solitárias! tigre
a que as brisas da terra o sono embalam,
a que o vento do largo eriça o pelo!
junto da espuma com que as praias bordas,
pelo marulho acalentada, à sombra
das palmeiras que arfando se debruçam
na beirada das ondas – a minha alma
abriu-se para a vida como se abre
a flor da murta para o sol do estio.
quando eu nasci, raiava
o claro mês das garças forasteiras:
abril, sorrindo em flor pelos outeiros,
nadando em luz na oscilação das ondas,
desenrolava a primavera de ouro;
e as leves garças, como folhas soltas
num leve sopro de aura dispersadas,
vinham do azul do céu turbilhonando
pousar o voo à tona das espumas…","mer, belle mer sauvage
mer, belle mer sauvage
de nos plages solitaires! le tigre
dont les brises de la terre bercent le sommeil,
dont le vent du large soulève la fourrure!
près de l'écume dont tu bordes les plages,
par la houle attiédie, à l'ombre
des palmiers qui se penchent essoufflés
au bord des vagues - mon âme
s'est ouverte à la vie comme s'ouvre
la fleur de myrte au soleil de l'été.
quand je suis né, le mois clair
des hérons apatrides débutait:
avril, souriait en fleur sur les collines,
nageant lumineux dans l'oscillation des vagues,
le printemps d'or il dépliait;
et les hérons légers, comme des feuilles éparses
dans un léger souffle de brise dispersées,
venaient de l'azur du ciel en tourbillonnant
poser leur envol au-dessus des écumes...","Mer, belle mer sauvage
mer, belle mer sauvage
de nos plages solitaires! tigre
que les brises de la terre sèment le sommeil,
Laissez le vent de la large lever vos cheveux!
par la mousse avec laquelle les plages bordent,
par le marul chaud, à l'ombre
des palmiers qui sont labourés
sur le bord des vagues – mon âme
ouvert à la vie comme il s'ouvre
la fleur du mur pour le soleil de l'été.
Quand je suis né, je me rasais.
le mois clair des troupeaux étrangers:
Avril, souriant en fleur sur les collines,
nageant dans la lumière dans l'oscillation des vagues,
a développé le ressort d'or;
et les hérons légers, comme des feuilles lâches
dans un léger souffle d'aura éparpillé,
ils sont venus du bleu du ciel tourbillonnant
Mettez le vol vers les mousses...",pt,fr
"o poeta e a rosa
e com direito a passarinho
ao ver uma rosa branca
o poeta disse: que linda!
cantarei sua beleza
como ninguém nunca ainda!
qual não é sua surpresa
ao ver, à sua oração
a rosa branca ir ficando
rubra de indignação.
é que a rosa, além de branca
(diga-se isso a bem da rosa...)
era da espécie mais franca
e da seiva mais raivosa.
– que foi? – balbucia o poeta.
e a rosa: – calhorda que és!
para de olhar para cima!
mira o que tens a teus pés!
e o poeta vê uma criança
suja, esquálida, andrajosa
comendo um torrão da terra
que dera existência à rosa.
– são milhões! – a rosa berra
milhões a morrer de fome
e tu, na tua vaidade
querendo usar do meu nome!...
e num acesso de ira
arranca as pétalas, lança-as
fora, como a dar comida
a todas essas crianças.
o poeta baixa a cabeça.
– é aqui que a rosa respira…
geme o vento. morre a rosa.
e um passarinho que ouvira
quietinho toda a disputa
tira do galho uma reta
e ainda faz um cocozinho
na cabeça do poeta.","le poète et la rose
et avec un petit oiseau
en voyant une rose blanche
le poète dit: comme tu es belle!
je chanterai ta beauté
comme personne ne l'a jamais fait!
quelle ne fut sa surprise
au vu de sa déclaration
la rose blanche devenait
toute rouge d'indignation.
c'est que la rose, en plus d'être blanche
(et nous disons cela pour son bien…)
était de l'espèce la plus franche
et de la sève la plus colèreuse.
qu'y a-t-il ? - bafouille le poète.
et la rose: - un vaurien, c'est ce que tu es!
arrête de regarder vers le haut!
observe ce que tu as à tes pieds!
et le poète voit un enfant
sale, sordide, en lambeaux
mangeant une motte de terre
qui à la rose avait permis d'exister.
ils sont des millions - cria la rose
des millions qui meurent affamés
et toi, dans ta vanité,
tu veux utiliser mon nom!...
et dans un accès de colère
elle s'arracha les pétales, en les jetant
comme pour donner à manger
à tous ces enfants.
le poète baisse la tête.
et c'est là que la rose respire…
le vent gémit. la rose meurt.
et un petit oiseau qui avait entendu
en silence toute la dispute
s'envole de sa branche
et fait une petite chiure
sur la tête du poète.","Le poète et la rose
et avec le droit à un oiseau
quand vous voyez une rose blanche
le poète a dit : comme c'est beau!
♪ Je chanterai ta beauté ♪
Comme personne ne l'a jamais fait!
Quelle n'est pas ta surprise?
quand il voit, à sa prière,
La rose blanche va avoir
Un rubis indigné.
c'est que la rose, à part le blanc
(disons que pour l'amour de la rose...)
était du genre le plus franc
Et la sève la plus enragée.
- Qu'est-ce qui ne va pas?
et la rose: - calhorda vous êtes!
Arrête de chercher!
Regarde ce que tu as à tes pieds!
et le poète voit un enfant
sale, squalide, andrajosa
en mangeant une torne de la terre
qui a donné l'existence à la rose.
- C'est des millions!
Des millions de morts de faim
Et toi, dans ta vanité
Je veux utiliser mon nom!...
et dans un éclat de colère
Tirez les pétales dehors, jetez-les dehors.
dehors, comme donner de la nourriture
à tous ces enfants.
Le poète baisse la tête.
- C'est là que la rose respire...
Il gémit le vent, meurt la rose.
Et un petit oiseau que j'avais entendu
♪ Calmez toute la bataille ♪
Enlevez une ligne de la branche.
♪ et fait encore un petit gâteau ♪
dans la tête du poète.",pt,fr
"voce, de mansinho …
voce chegou de mansinho,
observador e silencioso.
com seu jeitinho dócil,
me fez amor com perfeição
e deixou comigo uma paixão
que me invadiu sem permissão.
com humildade na alma
voce se retirou de manhã com calma,
e com lágrimas nos olhos
de quem conhece a solidão.
com sentimento de pena
ou de quem roubou e se arrependeu,
voce partiu e nunca mais
eu vi seu rosto outra vez.
no entanto eu queria
ser mulher de novo
nesse amor imprevisto.
ser mulher de novo
nesse seu vai e vem gostoso.
mas a vida foi seguindo
num ritmo sonífero,
com este amor impregnado
no meu eu solitário.","toi, tout doucement …
tu m’es arrivé tout doucement,
observateur et silencieux.
avec ta façon docile,
tu m’as fait l’amour avec perfection
et m’as laissé une passion
qui m’a envahie sans permission.
avec l’humilité dans l’âme,
tu m’as quitté le matin calmement,
avec des larmes aux yeux
de celui qui connait la solitude.
avec un sentiment de peine
ou de celui qui a volé et s’en est regretté,
t’es parti et ton visage
je ne l’ai plus jamais revu.
pourtant je voulais être encore femme
dans cet amour imprévu.
être encore femme
dans ton va et vient ensorcelant.
mais la vie a continué
dans un rythme somnifère,
avec cet amour imprégné
dans mon être solitaire.","- Toi, pauvre...
Tu es venu dans un petit peu,
observateur et silencieux.
avec votre douce petite façon,
Il m'a fait l'amour avec perfection
et m'a laissé avec passion
qui s'est introduit dans moi sans permission.
avec humilité dans l'âme
Tu as pris ta retraite le matin tranquillement,
et avec des larmes dans ses yeux
de ceux qui connaissent la solitude.
se sentir désolé pour
ou celui qu'il a volé et repenti,
Tu es parti et jamais plus.
J'ai revu ton visage.
mais je voulais le faire.
être de nouveau une femme
dans cet amour inattendu.
être de nouveau une femme
C'est là que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez, que vous entrez et que vous entrez.
Mais la vie a continué
dans un rythme somnolent,
avec cet amour imprégné
dans mon moi solitaire.",pt,fr
"saudades …
a vida segue seu rumo,
os pés seu percurso.
a razão presente
impondo obediência.
com a alma leve ou pesada,
cansada ou esperançosa,
os anos vao passando, a gente seguindo,
abraçando a vida para amortecer o tempo.
o espírito alí, bem agarrado,
agradecendo ou rogando,
e o tempo voando, a gente seguindo
buscando desejos para regar a vida.
se ao menos pertinho estivéssemos,
minha vida, iluminada, mais bela seria.
seria o sol, seria a lua,
radiando a alma, radiando a terra inteira !","nostalgie de toi …
la vie suit son cours,
les pieds son parcours.
la raison est là,
pour que l’on obéisse.
l âme légère ou lourde,
fatiguée ou pleine d’espérance,
les années s’en vont et on suit,
en croquant la vie pour amorcer le temps.
l’esprit là, bien accroché,
remerciant ou suppliant,
et le temps qui s’en vole et on suit
cherchant désirs pour arroser la vie.
si seulement tout près nous étions,
ma vie, illuminée, plus belle elle serait.
elle serait le soleil, elle serait la lune,
rayonnant l’âme, rayonnant la terre entière !","- Tu me manques...
la vie suit son cours,
Vos pieds, votre chemin.
la raison actuelle
imposant l'obéissance.
d'une âme légère ou lourde,
fatigué ou plein d'espoir,
Les années passent, nous suivons,
Câliner la vie pour amortir le temps.
l'esprit là-bas, bien saisi,
remercier ou supplier,
et le temps de vol, nous suivons
à la recherche de désirs pour arroser la vie.
Si seulement nous étions proches,
ma vie, éclairée, la plus belle serait.
Ce serait le soleil, ce serait la lune,
rayonner l'âme, rayonner toute la terre!",pt,fr
"deus, jesus cristo e eu …
no percurso do meu caminho,
quantas vezes eu te clamei …
entre sufoco e tristeza,
entre desamparo e solidăo,
entre maldades e desencantos.
eu li jesus, no novo testamento :
« tudo que pedirdes ao meu pai, em meu nome, ele vos concederá … »
mas eu … eu não sabia rezar …
mas senti uma presença …
te senti e percebi que contigo eu me sentia forte.
e eu orei …
e subitamente entre tu e jesus cristo,
minha alma se expandiu,
meu coraçăo se comoveu,
meu espírito foi abençoado
e consciente de vossos poderes … « eu sou o reino, o poder e a glória para sempre. aquele que crê em mim, vive na paz »
eu te agradeço, oh pai !
pela minha vida,
pelo teu amor,
pela tua misericórdia,
pela tua justiça,
pela tua luz,
por estar comigo,
por existir senhor !!!
«que teu divino espírito santo desça sempre sobre mim, me liberando de todo mal e ocupando todo meu ser apenas de te e a tal ponto, oh deus … que todo aquele que por mim cruzar, sinta tua presença.
o bem crescerá e o bondoso tua graça terá,
todo mal se apagará e o maldoso se afastará ».
en nome de teu filho jesus cristo nosso senhor,
amém.","dieu, jésus christ et moi …
dans le parcours de mon chemin,
combien de fois je t’ai appelé …
entre désespoirs et tristesses,
entre abandon et solitude,
entre méchancetés et désillusions.
j’ai lu jésus, dans le nouveau testament :
« tout ce que vous demandez à mon père, à mon nom, il vous en donnera… »
mais moi … je ne savais pas prier …
mais j’ai senti une présence …
je t’ai senti et aperçu qu’avec toi je me sentais forte.
et j’ai prié …
et soudain entre toi et jésus christ,
mon âme a prit place,
mon cœur s’est attendri,
mon esprit a été béni
et consciente de vos pouvoirs … « je suis le royaume, le pouvoir et la gloire pour toujours. ceux qui croient en moi, vivent en paix.
je te remercie, oh père!
de m’avoir donné la vie,
de ton amour,
de ta miséricorde,
de ta justice,
de ta lumière,
d’être avec moi,
d’exister seigneur !!!
« que ton saint esprit descende toujours sur moi, me libérant de tout mal et occupant tout mon être seulement de toi et à tel point, oh dieu … que tous ceux qui croisent mon chemin sentent ta présence,
le bien grandira et le bienfaiteur ta grâce il aura,
tout mal s´effacera et le malfaiteur s’écartera».
au nom de ton fils jésus-christ notre seigneur
amen.","Dieu, Jésus Christ et moi...
sur mon chemin,
Combien de fois je t'ai appelé...
entre l'étouffement et la tristesse,
entre l'impuissance est solide,
entre le mal et le désenchantement.
J'ai lu Jésus dans la nouvelle volonté:
""Tout ce que vous demandez à mon père, en mon nom, il vous accordera...""
Mais je ne savais pas comment prier...
Mais j'ai senti une présence...
Je t'ai sentie et j'ai réalisé qu'avec toi je me sentais fort.
Et j'ai prié...
et soudain entre vous et Jésus Christ,
Mon âme s'est élargie,
Mon cœur a été ému,
mon esprit a été béni
et conscient de vos pouvoirs... ""Je suis le royaume, la puissance et la gloire pour toujours. Celui qui croit en moi vit en paix""
Je vous remercie, mon père!
pour ma vie,
Pour ton amour,
Pour ta miséricorde,
pour ta justice,
par votre lumière,
pour être avec moi,
parce qu'il y a monsieur!!!
""Que ton esprit saint divin descende toujours sur moi, me libérant de tout mal et occupant tout mon être seulement de toi et dans une telle mesure, ô Dieu... que tous ceux qui traversent par moi ressentent ta présence.
la bonne grandira, et le genre aura ta grâce,
Tout mal s'éteindra, et les méchants s'en éloigneront.""
au nom de votre fils Jésus Christ, notre seigneur,
Amen.",pt,fr
"ao te ver entre essas grades num vai e vem sem parar,
imagino o que sentes, me ponho a chorar…
em direçao ao céu tua alma está,
tu sonhas com a liberdade, em voar, em voar.
(queria tanto poder te colocar entre minhas mãos,
te acariciar, abrir as mãos te sussurando : voa liberdade, voa !)
sentir o céu imenso que um depravado te roubou,
sentir a terra molhada que um egoísta te privou,
sentir a chuva, o sol, a lua e as estrelas,
cantar a liberdade abrançando mares e terras.
voar entre coqueiros, palmeiras e florestas.
buscar a vida que até então te negaram,
encontrar teu par que te espera na primavera,
fazer teu ninho e dar ao mundo tuas progenituras.
fazer teu canto ecoar no infinito,
e sentir teu deus na sua magnificencia.
no teu vôo sentir a brisa dos anjos,
e atravessar o arco-iris sentindo a liberdade em cores.
quem sabe um dia uma pluma do céu me cairá,
eu te verei então, cantando bem ali na minha àrvore :
liberdade, liberdade minha amiga !
voa, voa minha amiga !
exaltar a liberdade atravessando terras e mares,
e sentir teu deus na sua magnificencia,
abraçar riachos, coqueiros, palmares e florestas,
cantando, cantando a liberdade !
(queria tanto poder te colocar sob minhas asas,
te mostrar a vida tal como ela é.
te acariciar e abrir minhas asas te sussurrando : liberta-te minha amiga, liberta-te ! )","a te voir entre ces barreux à
tourner en rond constamment,
j’imagine ce que tu ressens, je me mets à pleurer …
en direction du ciel ton âme y est,
tu rêves de liberté, de t’envoler, de t’envoler !
(je voulais tellement te prendre entre mes mains,
te caresser, ouvrir mes mains en te susurrant:envole-toi liberté, envole-toi !)
sentir le ciel immense que t’a volé le dépravé,
sentir la terre mouillée que l’égoïste t’a privé,
sentir la pluie, le soleil, la lune et les étoiles,
chanter la liberté en embrassant les terres et les mers.
voler entre les ruisseaux, les cocotiers, les palmiers et les forêts !
chercher la vie que l’on t’a refusée,
rencontrer ta partenaire qui t’attend au printemps !
faire ton nid et mettre au monde ta progéniture.
faire entendre ton chant à l’infinie,
et sentir ton dieu dans sa magnificence.
sentir la brise des anges dans ton envol,
et traverser l’arc en ciel en sentant la liberté en couleurs.
qui sait un jour, une plume du ciel me tombera,
je te verrai alors chantant bien là sur mon arbre :
liberté, liberté mon amie !
envoles-toi mon amie, envole-toi !
exalter la liberté en traversant les terres et les mers,
et sentir ton dieu dans sa magnificence,
embrasser les ruisseaux, les cocotiers et les forêts.
en chantant, en chantant ta liberté !
(je voulais tellement pouvoir te mettre sous mes ailes,
te montrer la vie telle qu’elle est.
te caresser et ouvrir mes ailes
en te susurrant : libère-toi mon amie, libère-toi ! )","Quand je te vois entre ces barreaux dans un aller et venir inarrêtable,
Je me demande ce que tu ressens, je commence à pleurer...
dans la direction du ciel, votre âme est,
Vous rêvez de liberté, de vol, de vol.
(Je voulais tellement te mettre entre mes mains,
vous caressant, vous ouvrant les mains en vous chuchotant : voler la liberté, voler!)
sentir l'immense ciel qu'un homme dépravé vous a volé,
sentir la terre humide qu'un homme égoïste vous a privée,
sentir la pluie, le soleil, la lune et les étoiles,
Chantez la liberté embrassant les mers et les terres.
voler entre les cocotiers, les palmiers et les forêts.
de chercher la vie qu'ils vous ont refusée jusqu'alors,
trouve ton pote qui t'attend au printemps,
Faites votre nid et donnez au monde votre progéniture.
Faites l'écho de votre chanson à l'infini,
et ressentez votre dieu dans sa magnificence.
sur votre vol pour sentir la brise des anges,
et traverser l'arc-en-ciel sentiment de liberté de couleur.
qui sait qu'un jour une plume du ciel tombera à moi,
A tout à l'heure, en chantant dans mon arbre :
Liberté, liberté, mon ami!
Vole, vole mon ami!
d'exalter la liberté en traversant les terres et les mers,
et ressentez votre dieu dans sa magnificence,
embrasser les ruisseaux, les cocotiers, les palmiers et les forêts,
Chantez, chantez la liberté!
(Je voulais tellement pouvoir te mettre sous mes ailes,
Montrez-vous la vie telle qu'elle est.
vous caressant et m'ouvrant les ailes vous chuchotant : Libérez mon ami, libérez-vous! )",pt,fr
"melhor é amar sem condição
_se o pensamento muda completamente a concepção que o sêr pode ter da vida, das coisas, do homem, de tudo;
_se pensar é avaliar o peso da realidade, se o pensamento tem como missão tornar-se avaliador da realidade, e se a essencia do ser é pensar e se através dos pensamentos tudo se torna realidade, onde está a essencia do pensamento ?
_se a causa do pensamento está no que sofro, no que vejo, no que ouço, no que leio, no que sinto; o pensamento sendo entao propulsado por imagens, sons, contextos, sentimentos; então por um movimento constante de coisas que podemos chamar “invasor” …
_logo, meus atos dependem da força do invasor com a qual eles foram propulsados … ou seja as reações representativas causadas por estímulos e reações químicas internas ou fatores ambientais externos.
_eis então o sêr tal qual ele é : todos iguais. a única coisa que poderiamos discutir seria a decalagem no tempo.
por isto é dito : nao criticar, nao julgar,nao subjulgar nada nem ninguem.
_melhor então é amar sem condição … e se sentir simples e leve como uma pluma na brisa dos anjos.
e a melhor pessoa para nos acompanhar na nossa vida, é certamente aquele cujo individuo, é o melhor amigo que tenhamos conhecido.a união no espaço e no tempo é que faz a força de tudo no universo, é a força do universo …
_a vida me parece simples. ela não complica nada, ela sente e ela vive, com força e com alegria. ela não morre nunca et inteligentes são aqueles que sabem obedecer ao movimento de seus fluidos …
mas onde estẚ mesmo a essencia do pensamento ? … eu dormia profundamente et no entanto … meus olhos se abriram subtamente com uma voz no meu cérebro, duas frases, num tom forte, conciso, claramente … uma pergunta e uma resposta bem clara a respeito de uma duvida que planava no meu mais profundo ser …
por isso é bom lembrar q as perguntas são mais importantes que as respostas …","mieux vaut aimer sans condition
_si la pensée change complètement la conception que l’être peut avoir de la vie, des choses, de l’homme, de tout ;
_si la pensée est d’évaluer le poids de la réalité, si la pensée a comme mission de devenir l’évaluateur de la réalité, si l’essence de l’être est de réfléchir et si les choses deviennent réalité par le biais de la pensée, où est donc l’essence de la pensée elle-même ?_si la cause de la pensée est dans ce que je subis, ce que je vois, ce que j’entends, ce que je lis, ce que je sens ; la pensée étant donc propulsée par des images, sons, contextes,sentiments ; alors par un mouvement constant des choses que l’on peut appeler« envahisseur » …_donc, mes actes dépendent de la force de l’envahisseur avec laquelle ils ont été propulsés … soit, les réactions représentatives causées par des stimulations et réactions chimiques internes ou par des facteurs environnantes externes._voilà alors l’être tel qu’il est : tous pareils. l’unique chose que l’on pourrait éventuellement discuter serait le décalage dans le temps. c’est la raison pour laquelle il est dit : ne pas critiquer, ne pas juger, ne pas sous estimer qui que ce soit ni quoi que ce soit …
_mieux vaut donc aimer sans condition … et se sentir simple et léger comme une plume dans la brise des anges. et la meilleure personne pour nous accompagner dans notre vie, c’est certainement le meilleur ami que nous n’ayons jamais rencontré … l’union dans l’espace et dans le temps … c’est ce qui fait la force de tout dans l’univers, la force de l’univers … et nous en faisons partie._si la vie parait simple … elle ne complique rien de tout, elle sent et elle vit, avec force et avec joie. elle ne meurt jamais et intelligents sont ceux qui savent obéir au mouvement de ses fluides …
mais où est donc l’essence de la pensée elle-même ?… je dormais profondément et pourtant … mes yeux se sont ouvert subitement avec une voix dans mon cerveau, deux phrases, dans un ton fort, concis, très clair au sujet d’une doute qui planait dans le plus profond de mon être …
c’est pour cela qu’il ne faut pas oublier que les questions sont plus importantes que les réponses …","C'est mieux d'aimer sans condition.
Si la pensée change complètement la conception que le moi peut avoir de la vie, des choses, de l'homme, de tout;
Si la pensée est d'évaluer le poids de la réalité, si la pensée a comme mission de devenir un évaluateur de la réalité, et si l'essence de l'être est de penser et si par la pensée tout devient réalité, où est l'essence de la pensée?
Si la cause de la pensée est dans ce que je souffre, dans ce que je vois, dans ce que j'entends, dans ce que je lis, dans ce que je ressens ; la pensée étant alors propulsée par des images, des sons, des contextes, des sentiments ; alors par un mouvement constant de choses que nous pouvons appeler « invasion »...
_logo, mes actions dépendent de la force de l'envahisseur avec lequel elles ont été propulsées... c'est-à-dire des réactions représentatives causées par des stimuli internes et des réactions chimiques ou des facteurs environnementaux externes.
Vous êtes alors l'être tel qu'il est: tous égaux. La seule chose que nous pourrions discuter serait le décalage dans le temps.
C'est pourquoi il est dit: ne pas critiquer, ne pas juger, ne pas juger quoi que ce soit ou qui que ce soit.
Il vaut mieux alors aimer inconditionnellement... et se sentir simple et léger comme une plume dans la brise des anges.
et la meilleure personne à nous accompagner dans notre vie, est certainement celle dont l'individu, est le meilleur ami que nous ayons jamais rencontré. l'union dans l'espace et dans le temps est qui fait la force de tout dans l'univers, est la force de l'univers...
La vie me semble simple. elle ne complique rien, elle se sent et elle vit, avec force et joie. elle ne meurt jamais et les intelligents sont ceux qui savent obéir au mouvement de leurs fluides...
Mais où est cette essence même de la pensée?... J'ai dormi profondément et pourtant... mes yeux s'ouvraient d'une voix dans mon cerveau, deux phrases, d'un ton fort, concis, clairement... une question et une réponse très claire sur un doute qui planait dans mon être le plus profond...
Il est donc bon de se rappeler que les questions sont plus importantes que les réponses...",pt,fr
"um dia, uma bala…um dia, uma bala, a um homem eu dei,
que surpresa, minha alma pôde ver !
muita sensibilidade e até mesmo timidez.
vinte anos passados, este homem eu reví,
não me lembrava mais da bala,
nem do seu rosto também.
que surpresa, ele se lembrou !
desta bala que lhe dei, com tanta simplicidade.
me veio outra surpresa, me sentí toda tímida !
ao me lembrar desta bala, dada com tanta naturalidade.
mas quem é este homem, a quem dei esta bala ?
nunca soube, não sei, talvez nunca o saberei.
so sei que um dia, sob a áurea da juventude,
minha boca contra a sua, essa bala eu lhe dei.
lhe dei sem mêdo, sem receio, sem nenhuma dúvida,
e leve, leve; leve como uma pluma …","un jour, un bonbon …un jour, un bonbon, à un homme j’ai donné,
quel fut la surprise, mon âme a pu voir !
beaucoup de sensibilité et même de la timidité.
vingt ans se sont passés, cet homme j’ai revu,
je ne me souvenais plus de ce bonbon,
ni de sa tête non plus.
quel fut la surprise, il s’est souvenu !
de ce bonbon que je lui ai donné, en toute simplicité.
et encore une surprise, je suis restée toute timide !
au souvenir de ce bonbon, donné avec tant de naturalité.
mais qui est cet homme, à qui j’ai donné ce bonbon ?
je ne l’ai jamais su, je ne le sais pas,
et peut-être que, je ne le saurai jamais.
je sais seulement, qu’un jour, sous l’aura de la jeunesse,
ma bouche contre sa bouche, ce bonbon je lui ai donné.
je l’ai donné sans peur, sans crainte, sous aucun doute,
et légère, légère ; légère comme une plume …","Un jour, une balle... un jour, une balle, à un homme que j'ai donné,
Quelle surprise, mon âme pouvait voir!
beaucoup de sensibilité et même de timidité.
Il y a 20 ans, cet homme que j'ai vu,
Je ne me souviens plus de la balle.
Ou ton visage aussi.
Quelle surprise, il s'est souvenu!
Cette balle que je t'ai donnée, avec tant de simplicité.
Une autre surprise m'est venue, je me sentais tout timide!
en me rappelant cette balle, donnée naturellement.
Mais qui est cet homme, à qui ai-je donné cette balle?
Je n'ai jamais su, je ne sais pas, peut-être que je ne le saurai jamais.
Je ne sais qu'un jour, sous l'aube de la jeunesse,
Ma bouche contre la tienne, cette balle que je t'ai donnée.
Je lui ai donné sans crainte, sans crainte, sans aucun doute,
et la lumière, la lumière; la lumière comme un stylo...",pt,fr
"te encontrar de novo …
oh se eu tiver a chance de vê-lo de novo,
poder cruzar de novo aqueles olhos verdes…
nao te deixarei nunca mais, oh timidez !
estragar tudo outra vez …
hoje não sou mais criança,
sou mulher madura, vivida, atiçada,
e minha ternura lhe dirá o quanto,
e meus beijos mais, muito mais…
minha boca, meu corpo, meu coração,
desejos, alegria e sentimentos lhe proclamarão,
e meu afeto, meus abraços e meus carinhos,
para ele, eu os darei para sempre …","te rencontrer de nouveau …
oh si j’ai la chance de le rencontrer de nouveau,
pouvoir croiser, encore une fois, ses yeux verts…
je ne te laisserai plus jamais, oh timidité !
briser tout de nouveau …
aujourd’hui je ne suis plus gamine,
suis femme mûre, attisée, coquine.
et ma tendresse lui dira combien,
et mes lèvres plus, beaucoup plus.
ma bouche, mon corps, mon coeur,
lui prédiront désirs, sentiments et bonheurs.
et mon affection, mes caresses et mes baisers,
à lui, je les donnerai pour toujours …","- Pour te revoir...
Oh, si j'ai une chance de te revoir,
Pour pouvoir croiser à nouveau ces yeux verts...
Je ne te quitterai plus jamais, ma timidité!
gâcher tout encore...
Aujourd'hui, je ne suis plus un enfant,
Je suis une femme mûre, vécue, émue,
Et ma tendresse te dira combien,
Et mes baisers plus, beaucoup plus...
ma bouche, mon corps, mon coeur,
les désirs, la joie et les sentiments vous proclameront,
et mon affection, mes étreintes et mes affections,
Pour lui, je leur donnerai pour toujours...",pt,fr
"só para o meu pai, o melhor pai do mundo.
este homem lindo que sempre levou consigo
um coraçấo cheio de amor e muita fraternidade.
este homem lindo, que sempre deu para todos, sem nenhuma diferença, tudo que possuía.
este homem lindo, de onde segue comigo,
o mais belo da minha infância, o mais belo da minha alma …
aquele rosto sempre alegre,
aquela boca sempre sorrindo,
aqueles olhos cor do céu,
onde a beleza de sua alma revela tanta simplicidade, que é só olhar pra ele pra sentir uma presença.
uma presença de inocência misturada com algo divino, que só se sente ao ler jesus nas páginas do novo testamento.
quando me vejo, pelas ruas de minha infância, de mão dada à sua, pulando como um cabrito, aiiii !!! minha cabeça contra um poste, meu arco se quebrando em dois.
meu pai achando graça, rindo como um menino, me abraçava secando minhas lágrimas.
me vejo ao seu lado, nós dois rindo como dois loucos …
meu irmão maroto do porco fez um cavalo.
o porco não gostou o enviou pelos ares,
meu irmão maroto aterrizou, muito sem jeito, debaixo do chiqueiro.
me lembro de meus brinquedos que meu pai fabricou pra mim :
panelinhas, faquinhas, colherinhas en estanho, carrinhos de roliman e tantas outras coisas, que aqui não da para contar.
é tanta felicidade que veio de meu pai, que meu coração fica pequeno …
quando de là, eu tiro todas essas recordações…","seulement pour mon père …
seulement pour mon père, le meilleur père du monde.
cet homme merveilleux qu’a toujours porté en soi,
un cœur plein d’amour et beaucoup de fraternité.
cet homme merveilleux, qu’a toujours donné à tous,
sans aucune différence tout ce que l’appartenait.
cet homme merveilleux, d’où suit avec moi,
le plus beau de mon enfance, le plus beau de mon âme …
sa face toujours gaie,
sa bouche toujours souriante,
ses yeux couleur du ciel,
où la beauté de son âme,
révèle tant de simplicité, qu’il suffit de le regarder pour sentir une présence.
une présence d’innocence, mélangé avec quelque chose de divin, qu’on peut sentir en lisant jésus, dans les pages du nouveau testament.
quand je me voie, sur les rues de mon enfance,
main dans sa main, en sautant comme une brebis,
aïeee !!! ma tête contre un poteau, mon serre-tête se cassant en deux.
mon père trouvant cela drôle, riant comme un enfant, m’embrassait en séchant mes larmes.
je me voie à ses côtés, nous deux riant comme deux fous, quand mon frère coquin, a fait du gros cochon un cheval,
le cochon n’a pas aimé, nerveux a envoyé en l’air mon frère coquin, qu’atterrit sans façon, au dessous de la porcherie.
je me souviens de mes jouets, que mon père fabriquait pour moi,
petites casseroles, cuillères et petits couteaux en étain, des voitures avec roulements et tant d’autres choses, qu’ici je ne peux pas tout raconter.
il y a tant de bonheur venu de mon père,
que mon cœur devient petit …
quand de là, j’enlève tous ces souvenirs…","Juste pour mon père, le meilleur père du monde.
Ce bel homme qui a toujours été pris avec toi
un cœur plein d'amour et de fraternité.
Ce bel homme, qui a toujours donné à tout le monde, sans aucune différence, tout ce qu'il possédait.
Ce bel homme, d'où il me suit,
le plus beau de mon enfance, le plus beau de mon âme...
ce visage toujours joyeux,
Cette bouche souriant toujours,
ces yeux aux couleurs du ciel,
où la beauté de son âme révèle une telle simplicité, qu'elle ne le regarde que pour ressentir une présence.
une présence d'innocence mêlée à quelque chose de divin, qui ne se sent qu'en lisant Jésus dans les pages du nouveau testament.
quand je me vois, dans les rues de mon enfance, main dans la main, sauter comme un enfant, aiii!!! ma tête contre un poteau, mon arc se brisant en deux.
Mon père trouve ça drôle, riant comme un garçon, me câlinant en essuyant mes larmes.
Je me vois à côté de toi, nous riant tous les deux comme des fous...
Mon sale frère de cochon a fait un cheval.
Le cochon n'a pas aimé, il l'a envoyé dans les airs.
Mon vilain frère a atterri, très incompréhensiblement, sous le blaireau.
Je me souviens de mes jouets que mon père a faits pour moi :
Pans, fac-similé, nouilles en étain, chariots roulants et tant d'autres choses que vous ne pouvez pas dire ici.
C'est si heureux qu'il vient de mon père, que mon cœur devienne petit...
quand à partir de là, je prends tous ces souvenirs...",pt,fr
